"Id" "type" "z" "Ran_DES_g" "Err_DES_g" "Ran_DES_r" "Err_DES_r" "Ran_DES_i" "Err_DES_i" "Ran_DES_z" "Err_DES_z" "Ran_DES_y" "Err_DES_y"
579795 1 0.4256 22.4967 0.0155333 21.0586 0.00650139 20.5693 0.0070827 20.2863 0.0109777 20.1676 0.0410032
579936 1 0.7741 22.9873 0.0225346 22.0928 0.0153876 21.281 0.012717 21.0136 0.0199898 20.9484 0.0735704
579965 1 0.3414 21.8314 0.00887506 20.7539 0.00502835 20.4029 0.00613285 20.0811 0.00913562 19.9983 0.0357645
580078 1 0.34 20.913 0.00409932 19.2973 0.00150422 18.6967 0.00150197 18.4219 0.00232259 18.2761 0.00835292
580098 1 1.0221 22.9799 0.022523 22.3558 0.0190659 21.7088 0.017943 21.31 0.0249579 20.9861 0.0860567
580309 1 0.9306 23.5855 0.0393521 22.6891 0.0248684 21.6047 0.0170949 21.132 0.0213791 21.0008 0.0749853
580325 1 0.2276 20.2239 0.00232631 19.2901 0.00149248 18.9416 0.00184113 18.7648 0.00306663 18.6384 0.01131
580378 1 0.3254 21.9987 0.0100091 21.1251 0.00683581 20.8711 0.00911715 20.6977 0.0156331 20.5937 0.0606627
580400 1 0.7158 23.5477 0.03431 21.7889 0.0116338 20.7375 0.00803338 20.3328 0.0112141 20.0609 0.0383613
580569 1 0.7727 23.1434 0.0262045 22.0499 0.0145194 20.9688 0.00999615 20.598 0.0141688 20.4709 0.0486755
580601 1 0.7262 24.5651 0.0951895 22.9696 0.0311012 21.8721 0.0206672 21.4592 0.0282179 21.2868 0.0954759
580748 1 0.3652 22.1965 0.0119227 20.8418 0.00543393 20.3653 0.00599092 20.1488 0.00960058 20.0058 0.03563
580915 1 1.0111 23.9795 0.0530092 23.0252 0.0324925 22.0301 0.023736 21.2554 0.0241655 21.0769 0.0808241
580917 1 0.4783 23.5195 0.0342152 21.8305 0.0122165 21.1714 0.0116909 20.8602 0.0174166 20.8095 0.0646934
581024 1 0.1126 18.8032 0.000721543 17.9596 0.000504878 17.6032 0.000614077 17.3552 0.000962007 17.1676 0.00336345
581034 1 0.5629 24.2475 0.0583722 22.5209 0.022041 21.7044 0.0183484 21.3198 0.025756 21.2271 0.0927716
581274 1 0.6241 22.1691 0.0116956 21.3757 0.00841793 21.0135 0.0101663 20.9027 0.0180094 20.8581 0.0680829
581525 1 0.7515 22.8271 0.0202419 22.0513 0.0147162 21.3093 0.0130902 21.0694 0.0211828 21.0251 0.0782072
581591 1 0.32 22.5739 0.0159427 21.5963 0.00999391 21.2613 0.0127199 20.9665 0.0192879 20.9733 0.0766907
581600 1 0.2184 21.1744 0.00510477 20.2227 0.00322185 19.7235 0.00351878 19.5009 0.00571073 19.3454 0.0205698
581608 1 0.1899 19.6433 0.00143717 18.8371 0.00102895 18.5188 0.0012987 18.3277 0.00214516 18.1835 0.00787474
581712 1 0.5399 22.6524 0.0175946 21.5971 0.0102708 21.1483 0.0115586 20.8921 0.0184323 20.894 0.06876
581831 1 0.5659 22.8197 0.0199506 21.5215 0.00949745 20.8601 0.00909847 20.5696 0.0137103 20.462 0.0504169
581855 1 0.3206 22.5459 0.0151801 21.5179 0.00944965 21.2504 0.0123634 21.0652 0.0208662 21.0712 0.0812977
581856 1 0.005 21.9831 0.00997988 21.2815 0.0077674 20.9938 0.010015 20.7732 0.0161277 20.5997 0.059874
582148 1 0.2488 21.0014 0.00442386 20.3639 0.00363623 20.1507 0.00499547 20.071 0.00908608 19.9682 0.0350199
582366 1 0.1161 19.4297 0.00120737 18.6067 0.000852363 18.2727 0.00105795 18.0399 0.0016902 17.8831 0.00603297
582410 1 0.3456 22.1657 0.0115404 21.1227 0.00684936 20.869 0.00905885 20.2595 0.0107284 20.5224 0.051018
582591 1 0.5877 22.0795 0.0108176 21.1503 0.00691538 20.7681 0.00831437 20.6377 0.0144112 20.4316 0.0529089
582593 1 0.4299 21.6504 0.00748715 19.8847 0.00244118 19.2382 0.00234625 18.9086 0.00347199 18.7776 0.0128058
582595 1 0.4199 22.8862 0.0207487 21.1733 0.00713624 20.5637 0.00706061 20.249 0.0105158 20.1164 0.0387995
582596 1 0.4291 22.9938 0.0227699 21.2267 0.00738061 20.5463 0.00704168 20.2148 0.010293 20.1331 0.0377288
582735 1 0.3514 20.35 0.00257842 19.1691 0.0013515 18.7286 0.00154572 18.5038 0.00248118 18.3904 0.00931269
582737 1 0.3689 21.8946 0.00930328 21.098 0.00661209 20.9262 0.00954817 20.711 0.0155967 20.7054 0.0644131
582756 1 0.4935 23.6604 0.040588 22.0251 0.0147635 21.3627 0.0139032 21.0527 0.0199904 21.0062 0.0731447
582777 1 1.0045 23.2999 0.0319535 22.5721 0.0223849 21.7154 0.0182947 21.2993 0.0239754 21.116 0.0831579
582779 1 0.1145 22.2409 0.012444 21.6949 0.01083 21.439 0.0145254 21.2963 0.025231 21.1275 0.0943234
582780 1 0.2 20.7195 0.00349727 20.3572 0.003608 20.0938 0.0047801 20.1371 0.00971543 20.0636 0.0378542
582855 1 0.5721 22.3285 0.0133786 21.3021 0.00790869 20.8981 0.00934367 20.7105 0.0157729 20.5196 0.0554157
582965 1 0.3777 22.6269 0.0172639 21.1253 0.00680421 20.5889 0.00724614 20.3711 0.0116727 20.1715 0.0434232
583003 1 0.0494 20.3403 0.00254845 20.1496 0.00303887 20.0578 0.00463617 19.9706 0.00841141 19.8892 0.0329896
583133 1 0.8828 23.0789 0.0246396 22.3795 0.0187887 21.4675 0.0148175 21.135 0.0223508 21.0747 0.0851825
583139 1 0.0835 19.3547 0.00113242 18.9983 0.00117622 18.8498 0.00170536 18.7627 0.00307636 18.6988 0.011912
583399 1 0.3319 22.6227 0.0170495 21.1257 0.00682262 20.582 0.00711156 20.329 0.0113423 20.1627 0.0412912
583442 1 0.45 20.6153 0.0032194 19.6389 0.00199965 19.3877 0.00266182 19.0268 0.00381396 18.857 0.0136723
583794 1 0.519 23.0368 0.0240551 21.4257 0.0087357 20.7158 0.00805679 20.4142 0.0119177 20.2411 0.0442953
583854 1 0.5782 22.4504 0.0149464 21.6757 0.0108482 21.369 0.0139437 21.3238 0.0248808 20.9933 0.0874272
583899 1 0.2639 22.1911 0.0118146 21.5242 0.00947945 21.3169 0.0132282 21.2451 0.0243133 21.2088 0.0948221
583996 1 0.7219 22.4393 0.01479 21.4743 0.00917221 20.7538 0.00823692 20.5089 0.013074 20.3211 0.0476852
584123 1 1.3061 23.0664 0.0237366 22.5418 0.0218795 22.2184 0.0273496 21.4646 0.0284381 21.2072 0.0970253
584206 1 0.3412 20.1962 0.00227115 19.1235 0.00130199 18.7445 0.00156394 18.5575 0.00258673 18.4511 0.00972319
584236 1 0.8378 24.3062 0.0735979 22.473 0.0213303 21.3682 0.0133912 20.7664 0.0160218 20.5821 0.0554297
584395 1 0.817 23.9813 0.0546673 22.9509 0.0315176 21.8712 0.0208129 21.3851 0.0276168 21.2367 0.0955245
584853 1 0.631 22.823 0.0201793 21.0708 0.00654615 20.0132 0.00446036 19.5609 0.00593464 19.4078 0.0207681
584855 1 0.11 18.5559 0.000590625 17.5945 0.000379144 17.2126 0.000449446 16.9457 0.000689046 16.7561 0.00239027
585190 1 0.6399 23.2092 0.0276367 21.5124 0.00939133 20.4876 0.0066063 20.0572 0.00897805 19.8874 0.0313912
585333 1 0.6239 22.9051 0.0216578 21.7587 0.0115694 21.0525 0.0107115 20.8211 0.0167463 20.6542 0.062537
585364 1 0.3432 21.587 0.00721255 20.6271 0.0045029 20.2734 0.00558408 20.1006 0.00933397 19.9771 0.0354454
585365 1 0.3342 22.9594 0.0216307 21.5334 0.00956128 21.0367 0.0102881 20.7808 0.016442 20.7228 0.059925
585552 1 0.752 22.446 0.0147921 21.3843 0.00846184 20.4243 0.00629398 20.0837 0.00921966 19.9272 0.0318718
585555 1 0.7347 23.1214 0.0243394 22.2312 0.017319 21.5322 0.0157492 21.2807 0.0254764 21.1411 0.094124
585651 1 0.5669 23.7197 0.0414388 21.919 0.0132948 20.9882 0.0101474 20.5981 0.0139594 20.4011 0.0504433
585704 1 0.6218 23.1435 0.0256055 21.7329 0.0112759 20.9174 0.00943813 20.6008 0.0141323 20.419 0.0522506
585927 1 0.1137 20.1846 0.00224961 19.8638 0.00240299 19.6878 0.00341695 19.6436 0.00635022 19.5208 0.0246982
585931 1 0.11 19.7948 0.00163109 19.5912 0.00191571 19.4495 0.00278343 19.4139 0.00531531 19.36 0.0207392
585972 1 0.0803 19.6811 0.00148303 19.1907 0.0013772 18.9928 0.00191317 18.8509 0.00330667 18.7467 0.012334
586265 1 0.3399 22.0566 0.010559 20.4563 0.00391157 19.8593 0.00393545 19.6095 0.00619397 19.5038 0.0224279
586650 1 0.4237 22.6205 0.0168518 21.0459 0.00637774 20.517 0.00679662 20.0603 0.00899977 19.9264 0.0325422
587006 1 0.1542 21.6884 0.00786697 21.2937 0.00787057 21.1621 0.0116192 21.1002 0.0216527 20.9896 0.0847386
587090 1 0.5457 23.8726 0.050222 22.2572 0.0171818 21.3421 0.0138856 20.9624 0.0189861 20.7518 0.0682862
587121 1 0.3977 22.9418 0.0216935 21.3907 0.00856408 20.8884 0.00924659 20.3892 0.0118982 20.302 0.04588
587270 1 0.8426 24.6952 0.0980625 22.6646 0.0250287 21.4376 0.0146338 20.7624 0.0163217 20.5042 0.0554612
587278 1 0.3333 22.0529 0.0105875 21.1231 0.00676963 20.8581 0.00904243 20.7331 0.0154237 20.7512 0.060947
587374 1 0.412 21.5711 0.00708306 19.8227 0.00232407 19.1902 0.00225596 18.8821 0.00339144 18.7684 0.0124946
587432 1 0.2294 21.6272 0.00743793 20.6223 0.0045057 20.2652 0.00546413 20.0594 0.0090008 19.8999 0.0329773
587588 1 0.2618 21.7669 0.00836846 21.3083 0.00797552 21.1569 0.011521 21.1323 0.0221467 21.2069 0.0873618
587591 1 0.3439 20.7057 0.00345688 19.6138 0.00194976 19.2207 0.00231753 19.0213 0.00380707 18.9247 0.0143123
587596 1 0.27 20.9438 0.00422947 19.5602 0.0018627 19.0825 0.00206399 18.8592 0.00333049 18.7181 0.0120571
587597 1 0.251 19.4697 0.00124746 18.0614 0.000547599 17.5351 0.000580834 17.2711 0.000897101 17.0877 0.00313938
587660 1 0.127 20.1578 0.00220344 19.5623 0.00186792 19.2318 0.00233354 19.0635 0.00393897 18.9564 0.0146237
587707 1 0.3742 22.0395 0.0104302 21.1428 0.0069603 20.935 0.00968527 20.8054 0.0165266 20.7878 0.065699
587859 1 0.1358 21.2234 0.00534454 20.8059 0.00524777 20.6038 0.00730736 20.5158 0.0131946 20.4906 0.0510441
587870 1 0.5296 23.2269 0.0270615 21.5774 0.00987499 20.8151 0.0087573 20.4561 0.0124093 20.2698 0.0453838
587877 1 0.5235 23.6711 0.0407798 21.8709 0.0125823 21.0112 0.0102395 20.5661 0.0140104 20.4903 0.0509698
587881 1 0.5221 23.2599 0.0297245 21.6328 0.0105475 20.9112 0.00942229 20.556 0.0137038 20.4228 0.0506744
587997 1 0.7663 23.7024 0.0417873 22.024 0.0145723 20.9374 0.00961136 20.5294 0.0134246 20.3967 0.0463254
588325 1 0.3569 21.0783 0.00470687 20.0334 0.0027576 19.6864 0.00338765 19.5085 0.00567466 19.3958 0.021523
588387 1 0.22 20.8001 0.00373592 20.309 0.0034583 19.9758 0.00431492 20.0209 0.00860061 19.927 0.0329141
588413 1 0.6805 22.5688 0.0164742 21.8313 0.0124501 21.3516 0.0135397 21.2531 0.0241587 21.1628 0.0903571
588719 1 0.14 18.1733 0.000435593 17.4341 0.000335229 16.9988 0.000380454 16.8018 0.000613139 16.6627 0.00220683
588778 1 0.3402 22.2423 0.0125829 20.7305 0.00494773 20.1855 0.00511162 19.9429 0.00814957 19.8813 0.0297782
588798 1 0.3036 22.1675 0.0116076 21.3676 0.008376 21.1167 0.0111792 20.9407 0.0185506 20.8024 0.0744784
588804 1 0.4705 24.0843 0.0547279 22.2344 0.0167389 21.4481 0.0147145 21.0549 0.0206822 20.9676 0.0743927
588904 1 0.7417 24.0446 0.0526551 22.6768 0.0245166 21.6055 0.0160248 21.157 0.0216338 20.8679 0.0723322
589020 1 0.5301 22.4505 0.0146196 20.6324 0.0045441 19.7694 0.00365147 19.3448 0.00497923 19.2068 0.0181058
589055 1 0.1387 21.5466 0.00699848 21.1174 0.00681387 20.9068 0.00944622 20.847 0.0172484 20.8341 0.0667546
589066 1 0.3675 22.2516 0.0123705 21.2178 0.00738911 20.8864 0.00913218 20.6953 0.0152317 20.7536 0.0580593
589159 1 0.3761 21.8198 0.00883783 20.561 0.00429091 20.1837 0.00513975 19.6698 0.00652306 19.7474 0.0275095
589231 1 0.3482 21.9755 0.00991883 21.005 0.00618787 20.6671 0.00773997 20.5065 0.0130252 20.4461 0.0496019
589370 1 1.0264 23.0962 0.0253757 22.4478 0.0200554 21.6141 0.0170535 21.0585 0.0202005 20.7166 0.0704744
589371 1 0.9549 24.5092 0.0723562 22.9735 0.0310401 21.8416 0.020244 21.0028 0.019509 20.7041 0.0683754
589494 1 0.3349 21.8335 0.00876845 20.8194 0.00527118 20.4569 0.00645476 20.2636 0.0107387 20.13 0.0404064
589623 1 0.2805 21.6305 0.00745835 20.5513 0.00425466 20.1871 0.00514076 20.0295 0.00860763 19.8521 0.0318158
589684 1 0.3435 22.1988 0.0119402 21.5288 0.00953812 21.4096 0.0142 21.2039 0.0230224 21.2997 0.0977534
589696 1 0.351 20.8046 0.00375818 20.1111 0.00294424 19.9559 0.00427958 19.6188 0.00624265 19.7299 0.0280626
589768 1 0.5045 22.3078 0.0130509 21.3821 0.00849513 21.151 0.0114305 20.9984 0.0188938 20.6938 0.0640139
590030 1 0.5299 23.0095 0.0230344 21.2293 0.00741134 20.3826 0.00607509 19.9866 0.00845549 19.8556 0.0308454
590085 1 0.3341 22.8695 0.0204035 21.3379 0.00812757 20.7779 0.00845144 20.555 0.013479 20.489 0.0491208
590273 1 0.3346 21.9145 0.00930711 21.0379 0.00629749 20.7757 0.0083674 20.6405 0.0143659 20.4716 0.0559077
590476 1 0.1088 20.6561 0.00332179 19.5991 0.00193231 19.1821 0.00224008 18.8613 0.00334541 18.6523 0.011427
590624 1 0.127 19.9044 0.00178103 19.4541 0.00171029 19.1372 0.00216451 19.0676 0.00395382 18.962 0.0149718
590888 1 0.3356 23.2144 0.0272243 21.8035 0.0119993 21.2859 0.0128991 21.0684 0.0206162 21.0083 0.0752092
591071 1 0.7998 23.939 0.0515376 22.664 0.0248797 21.4783 0.0148697 20.9633 0.0191036 20.6854 0.064187
591076 1 0.4517 22.698 0.0181234 21.7099 0.0111425 21.473 0.0150742 21.3331 0.0257674 21.137 0.097659
591223 1 0.3749 21.4909 0.00667484 20.5431 0.00421603 20.301 0.00566238 20.0943 0.00934213 20.0778 0.0369544
591331 1 0.7241 23.8743 0.0511001 22.2351 0.017264 21.1844 0.011793 20.7691 0.0164005 20.6244 0.0560478
591415 1 0.6215 24.127 0.055811 22.3624 0.0191412 21.2542 0.0126543 20.7462 0.0159788 20.532 0.0554903
591439 1 0.6983 22.2719 0.0126972 21.6551 0.0104529 21.2197 0.0119923 21.0965 0.021866 21.2666 0.0846077
591481 1 0.4293 22.8868 0.0210231 21.3085 0.00795255 20.7547 0.00838277 20.3167 0.0111251 20.1651 0.0400141
591519 1 0.4295 22.3505 0.0137947 21.1432 0.0068727 20.7609 0.00827509 20.5476 0.0133709 20.5283 0.0508005
591536 1 0.3386 22.1508 0.0113094 21.3447 0.00819316 21.1436 0.0115626 20.959 0.0187585 21.1872 0.0770151
591648 1 0.3722 21.0385 0.00461209 19.8226 0.00232213 19.4062 0.00269828 19.1947 0.00441438 19.0923 0.0165716
591793 1 0.473 22.8615 0.0209101 21.1176 0.00676203 20.3925 0.00610831 20.0396 0.0088182 19.8412 0.0323525
592074 1 0.3378 22.3565 0.0135384 20.8445 0.00535107 20.2734 0.00554215 20.0262 0.00883735 19.8869 0.032259
592093 1 0.6073 23.9369 0.0527855 22.3808 0.0198352 21.4994 0.0150089 21.0624 0.0203491 21.0354 0.0723564
592484 1 0.6743 23.9305 0.0487708 22.4661 0.0206848 21.4468 0.0146162 21.0354 0.0201526 20.8109 0.0683426
592523 1 0.28 20.8821 0.00400198 20.163 0.00306879 19.6932 0.00343333 19.6672 0.00655232 19.6105 0.0257172
592730 1 0.5759 23.9879 0.0521069 22.4612 0.0212754 21.729 0.0179735 21.2991 0.0256196 21.2119 0.0922651
592879 1 0.7259 23.3412 0.0319022 22.3609 0.0190973 21.4983 0.0153389 21.2321 0.022965 20.9006 0.0808765
593920 1 0.5604 22.3654 0.0137086 20.6686 0.00466843 19.8012 0.00375011 19.4029 0.005271 19.2857 0.0192254
593922 1 0.1101 20.3699 0.00261665 19.4623 0.00172522 19.0962 0.00208801 18.8253 0.00323778 18.6254 0.011288
593923 1 0.6994 22.3899 0.0141037 21.6054 0.0101599 21.0276 0.0103927 20.9369 0.0179632 20.8281 0.0670403
593924 1 0.5399 23.7656 0.0417311 22.1434 0.0158206 21.3796 0.0138393 20.9801 0.0195636 20.8278 0.0713274
593925 1 0.6401 22.4492 0.0147915 20.8125 0.0052551 19.8314 0.00385404 19.4324 0.00536663 19.2676 0.0189203
593927 1 0.6774 21.5948 0.00727247 20.6483 0.00463412 19.9711 0.00431106 19.7028 0.00674277 19.5303 0.0242038
593928 1 0.717 22.5934 0.016944 21.5827 0.0101126 20.7313 0.00815883 20.3796 0.0119549 20.2577 0.0420138
593929 1 0.4718 23.9598 0.0536992 22.3259 0.018427 21.6483 0.0171845 21.2939 0.0252463 21.1366 0.0931749
594144 1 0.7962 23.7139 0.0413558 22.7034 0.0252555 21.6877 0.0178441 21.2241 0.02448 21.1492 0.0850738
594196 1 0.5721 22.4446 0.0144461 21.7016 0.011075 21.4602 0.0148516 21.41 0.027256 21.3176 0.0963821
594356 1 0.13 20.4432 0.00278055 20.2801 0.00339397 20.0989 0.00481826 20.1437 0.00962475 20.0908 0.0376546
594435 1 0.4893 21.9087 0.00932722 20.2148 0.00319265 19.4952 0.00290147 19.1446 0.00420456 19.0099 0.015491
594492 1 0.9463 23.8221 0.0459929 22.9555 0.0310967 21.9122 0.0209968 21.3995 0.0274502 21.2372 0.0975629
594570 1 0.4988 22.1277 0.0112927 20.4357 0.00384749 19.7041 0.00344737 19.3459 0.00496458 19.2151 0.0182668
594663 1 0.6693 23.2154 0.0274333 21.978 0.0139897 21.2526 0.012594 20.9976 0.0194056 20.9164 0.0686071
594818 1 0.3285 21.0745 0.00469258 20.4901 0.00401829 20.3762 0.00604164 20.0843 0.00917847 20.1867 0.0410869
594824 1 0.569 21.6805 0.00771612 21.089 0.00662607 20.9505 0.0097925 20.9171 0.0184459 20.7131 0.0659574
594829 1 0.439 22.0571 0.0105331 20.488 0.00403136 19.9409 0.00418277 19.625 0.00629369 19.5339 0.0234251
595080 1 0.9993 24.2436 0.0597414 23.1283 0.0350827 22.1253 0.0262456 21.4715 0.0287583 21.1893 0.096932
595245 1 0.4621 23.3981 0.0326686 21.9399 0.0134099 21.3967 0.0140582 21.1377 0.0212801 20.9319 0.0785937
595277 1 0.4843 23.8598 0.0451699 22.136 0.0157156 21.4379 0.014521 21.0705 0.0207479 20.8126 0.0752512
595280 1 0.2124 21.3882 0.00610993 20.5699 0.00429893 20.1661 0.00508785 19.9827 0.00858463 19.8847 0.031652
595621 1 0.6471 23.4627 0.0329757 21.9468 0.0135679 21.0122 0.0101543 20.5878 0.0141268 20.5001 0.0509681
595626 1 0.3705 21.0266 0.00454248 19.5916 0.00191543 19.0611 0.0020325 18.8138 0.00321269 18.6896 0.0118268
596061 1 0.7738 22.8605 0.0206555 22.0766 0.0150988 21.3032 0.0131475 21.1377 0.0212737 20.8912 0.079786
596344 1 0.47 22.3839 0.0138152 20.62 0.00446529 19.8887 0.0040569 19.5335 0.00577578 19.3817 0.0208971
596570 1 0.3864 22.9724 0.0225591 21.4769 0.00914 21.0017 0.0100104 20.771 0.0162854 20.672 0.0610363
596578 1 0.3154 23.3421 0.0306611 22.0912 0.0152025 21.6389 0.0172123 21.3971 0.0270555 21.3644 0.0993132
597103 1 0.4802 20.967 0.00428006 20.0378 0.00276427 19.8174 0.00379987 19.5874 0.00612861 19.3436 0.0208181
597162 1 1.2249 24.5196 0.0763009 23.2394 0.0412393 22.5916 0.0365333 21.5357 0.0306817 21.1761 0.0972946
597219 1 0.5268 22.5206 0.0160068 21.2658 0.00764125 20.7212 0.00806526 20.4338 0.0123435 20.4476 0.0458934
597223 1 0.6601 22.3516 0.0134743 21.3694 0.00837737 20.7867 0.00850964 20.5929 0.014179 20.5201 0.0516405
597236 1 0.4075 22.5791 0.0162152 21.2957 0.00780654 20.8563 0.00891115 20.5926 0.0141798 20.4419 0.0536933
597331 1 0.3604 22.0858 0.0108515 20.3529 0.00360121 19.7049 0.00347816 19.4435 0.00540678 19.2703 0.0195238
597332 1 0.3684 21.2076 0.00524992 19.7533 0.00219495 19.2167 0.00231811 18.9801 0.00367009 18.842 0.0135108
597358 1 0.479 23.033 0.0244126 21.3711 0.00837479 20.6751 0.00772928 20.3241 0.0112961 20.2297 0.0416673
597476 1 0.5909 22.8293 0.0199313 21.8409 0.0122899 21.4063 0.014054 21.2349 0.0239192 21.0678 0.0844947
597634 1 0.9021 23.8155 0.0445008 22.6479 0.0244767 21.5695 0.0161209 20.9229 0.0188403 20.8521 0.0649679
597635 1 0.05 20.9619 0.00427701 20.6635 0.00462163 20.5273 0.00683782 20.4409 0.01214 20.3259 0.0471159
598060 1 0.6934 23.8106 0.0452469 22.1069 0.0150323 21.0099 0.0104156 20.6276 0.0143883 20.3866 0.0490105
598156 1 0.3638 22.6233 0.0171009 21.7004 0.0109485 21.4699 0.0147782 21.3025 0.0243323 21.1047 0.0966132
598484 1 0.3418 23.0383 0.0236321 21.7732 0.0118456 21.3759 0.0136095 20.9566 0.019003 20.9741 0.0735534
599136 1 0.9359 24.748 0.0965136 22.7821 0.0274257 21.7247 0.0185813 21.028 0.0203341 20.9742 0.0727665
599140 1 1.432 22.2194 0.0124488 21.9112 0.0130005 21.6307 0.0169938 21.0549 0.0204057 20.7108 0.0636453
599188 1 0.35 22.0727 0.01081 20.4549 0.00391774 19.8523 0.00390036 19.6077 0.00612926 19.4673 0.0222641
599190 1 0.5221 23.4221 0.032386 22.0866 0.0154621 21.6025 0.016545 21.3931 0.0265007 21.2676 0.0970512
599373 1 0.413 22.7016 0.0182413 21.061 0.00648287 20.4483 0.00643766 20.1371 0.00966967 20.0077 0.035614
599465 1 0.3742 21.4759 0.00653296 20.2345 0.0032654 19.7898 0.00371113 19.5567 0.00593624 19.4544 0.0223723
599466 1 0.3748 20.9716 0.00433521 19.2836 0.00148192 18.6565 0.00145293 18.389 0.00225367 18.2363 0.00820282
599467 1 0.3749 22.7172 0.0188777 21.1966 0.00723358 20.6352 0.00753205 20.4041 0.0120239 20.2894 0.0444672
599508 1 0.7118 23.6668 0.0381879 22.4602 0.0207739 21.5852 0.0164392 21.2835 0.0244293 21.0984 0.0856501
599741 1 0.5366 22.9103 0.0213835 21.8134 0.0122362 21.5034 0.0150071 21.2833 0.0252608 21.0397 0.0838316
599769 1 0.8952 23.8899 0.0462072 22.9971 0.0313583 21.8546 0.0207164 21.4145 0.0271998 21.2515 0.0979185
599908 1 0.3179 22.0205 0.0103345 21.3222 0.00809445 21.1632 0.0116468 20.9195 0.0182137 20.9961 0.0770531
600105 1 0.5998 22.5024 0.0152086 21.6533 0.0106084 21.3205 0.0133025 21.2412 0.0238153 21.0691 0.0906991
600145 1 0.6452 23.5729 0.0378487 22.1177 0.0153675 21.0803 0.0111135 20.6853 0.0152827 20.544 0.053001
600238 1 0.3454 23.1214 0.0256017 21.8148 0.0118462 21.289 0.0129804 21.0315 0.020946 20.9765 0.0772204
600336 1 0.3684 22.7517 0.0191653 21.7364 0.0112313 21.4648 0.0148392 21.1143 0.0216249 21.1145 0.0892351
600417 1 0.6459 23.4891 0.0353273 21.8136 0.0119452 20.7691 0.00833911 20.341 0.0113316 20.0755 0.0393854
600510 1 0.3656 21.7495 0.00821202 20.7428 0.00496084 20.3974 0.00619152 20.2589 0.0104086 20.1456 0.0396663
601068 1 0.2988 22.3128 0.0131648 21.5168 0.00960974 21.2404 0.0124984 21.0498 0.0207926 21.1484 0.0850122
601271 1 0.6685 23.4557 0.0321209 21.6932 0.0110139 20.6999 0.00783467 20.3035 0.0108976 20.127 0.037556
601274 1 0.6889 23.392 0.0317287 22.338 0.0182955 21.4834 0.0153907 21.1766 0.0229636 21.0272 0.081146
601275 1 0.6911 23.5224 0.0361944 21.6813 0.0107894 20.5478 0.0068856 20.0688 0.00909874 19.8315 0.0303238
601284 1 0.5468 24.049 0.0538505 22.4274 0.0199519 21.6319 0.0173115 21.2852 0.0246856 21.1564 0.0886775
601365 1 0.6019 24.02 0.0544595 22.4957 0.022445 21.7378 0.0194023 21.3801 0.0275074 21.066 0.0924614
601472 1 0.5578 24.6565 0.0840987 22.7712 0.0265185 21.8664 0.0201651 21.3866 0.0272622 21.2108 0.0985485
601887 1 0.7135 23.2914 0.0306828 22.077 0.0149064 21.0761 0.0106246 20.6662 0.0148981 20.4003 0.0506278
601923 1 0.3735 22.2727 0.0127326 21.0286 0.0063294 20.6538 0.00753021 20.2576 0.0105814 20.171 0.0418621
601933 1 0.9603 22.9224 0.0218172 22.3198 0.0182469 21.4129 0.0142396 21.0382 0.0203149 20.828 0.0752313
602053 1 0.5996 22.5078 0.0157042 21.1991 0.00730231 20.4357 0.00627387 20.0766 0.00909618 19.9339 0.0329303
602204 1 0.1203 20.3677 0.00262669 19.9693 0.00261411 19.7701 0.00364312 19.6636 0.00652072 19.5323 0.0249656
602548 1 0.4829 22.2704 0.0125583 21.0033 0.00617341 20.6172 0.00734988 20.2462 0.0105601 19.9077 0.0335063
602823 1 0.5075 22.5087 0.0151579 21.0598 0.00645913 20.4193 0.00630874 20.089 0.00928389 19.9697 0.033099
602936 1 0.4577 23.0164 0.0241957 21.7376 0.0112921 21.224 0.0124491 20.9879 0.0195635 20.7958 0.07214
603156 1 0.7905 22.8314 0.0194989 21.9686 0.0137949 21.1191 0.01121 20.8365 0.0175225 20.7452 0.0649599
603158 1 0.825 24.6483 0.0896835 22.6528 0.024659 21.4629 0.0148525 20.8693 0.0175982 20.6007 0.0596194
603190 1 0.4729 22.3414 0.01334 21.0022 0.00615648 20.5252 0.00689018 20.2776 0.0107046 20.168 0.0399093
603274 1 0.7201 23.0254 0.0241816 22.0429 0.014981 21.2698 0.0126658 21.0353 0.0197757 20.8233 0.0702911
603322 1 0.26 21.7739 0.00838615 21.2583 0.00758394 21.0404 0.0105176 21.0015 0.0198785 20.9678 0.0773149
603516 1 0.698 21.9661 0.0100046 21.1305 0.00688272 20.5588 0.00696157 20.4001 0.0118039 20.2725 0.0438541
603634 1 0.3783 22.6018 0.0169748 20.9966 0.00613912 20.4108 0.00618818 20.146 0.00971271 20.0185 0.0356743
603636 1 0.4593 22.2422 0.0122463 20.9859 0.0060792 20.5178 0.00685187 20.2858 0.010759 20.1367 0.0396911
603637 1 0.1919 20.8958 0.0040487 20.37 0.0036471 20.1563 0.00503302 20.0688 0.00914883 19.9334 0.0352725
603703 1 0.3202 21.6759 0.00764417 20.237 0.00328742 19.7236 0.00351574 19.4507 0.00542729 19.3184 0.0196344
603705 1 0.3674 21.6471 0.00751304 20.8536 0.00542605 20.6949 0.00783823 20.4235 0.0122989 20.3993 0.0519389
603768 1 0.8219 24.5262 0.0767824 22.9714 0.0316854 21.7034 0.0182457 21.1478 0.022042 20.8741 0.0742299
